Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Year,Order Month,Order Month Name,Order Quarter,Order Day,Day of Week,Revenue After Discount,Profit Margin %,Discount %,Profit Category
OD06253,Vince,Beverages,Soft Drinks,Vellore,11/7/2015,Central,1565,0.19,203.45,Tamil Nadu,2015,11,November,Q4,7,Saturday,1267.65,13,19,Medium
OD06254,Veronica,Food Grains,Atta & Flour,Karur,9/4/2018,Central,1371,0.33,233.07,Tamil Nadu,2018,9,September,Q3,4,Tuesday,918.57,17,33,Medium
OD06255,Hussain,Food Grains,Rice,Kanyakumari,8/6/2016,Central,2152,0.17,451.92,Tamil Nadu,2016,8,August,Q3,6,Saturday,1786.16,21,17,High
OD06256,Sheeba,Beverages,Health Drinks,Salem,12/9/2015,Central,1480,0.35,370,Tamil Nadu,2015,12,December,Q4,9,Wednesday,962,25,35,High
OD06257,Haseena,Fruits & Veggies,Organic Vegetables,Nagercoil,11/2/2018,Central,944,0.19,84.96,Tamil Nadu,2018,11,November,Q4,2,Friday,764.64,9,19,Low
OD06258,Jonas,"Eggs, Meat & Fish",Eggs,Tirunelveli,11/19/2018,Central,1976,0.2,592.8,Tamil Nadu,2018,11,November,Q4,19,Monday,1580.8,30,20,High
OD06259,Alan,Food Grains,Dals & Pulses,Viluppuram,8/29/2018,Central,1576,0.26,189.12,Tamil Nadu,2018,8,August,Q3,29,Wednesday,1166.24,12,26,Medium
OD06260,Anu,Snacks,Noodles,Ooty,9/8/2018,Central,1811,0.22,235.43,Tamil Nadu,2018,9,September,Q3,8,Saturday,1412.58,13,22,Medium
OD06261,Ram,Food Grains,Rice,Cumbum,8/11/2018,Central,1721,0.3,86.05,Tamil Nadu,2018,8,August,Q3,11,Saturday,1204.7,5,30,Low
OD06262,Sundar,Oil & Masala,Spices,Salem,4/21/2018,Central,796,0.22,71.64,Tamil Nadu,2018,4,April,Q2,21,Saturday,620.88,9,22,Low
OD06263,Vinne,Food Grains,Atta & Flour,Vellore,11/14/2015,Central,771,0.32,107.94,Tamil Nadu,2015,11,November,Q4,14,Saturday,524.28,14,32,Medium
OD06264,Shree,Snacks,Chocolates,Nagercoil,4/5/2015,Central,2349,0.32,234.9,Tamil Nadu,2015,4,April,Q2,5,Sunday,1597.32,10,32,Medium
OD06265,Mathew,Fruits & Veggies,Organic Vegetables,Vellore,4/5/2015,Central,565,0.35,113,Tamil Nadu,2015,4,April,Q2,5,Sunday,367.25,20,35,Medium
OD06266,Shree,Fruits & Veggies,Fresh Fruits,Bodi,7/9/2018,Central,1411,0.28,352.75,Tamil Nadu,2018,7,July,Q3,9,Monday,1015.92,25,28,High
OD06267,Vidya,"Eggs, Meat & Fish",Mutton,Dharmapuri,9/8/2018,Central,1879,0.2,206.69,Tamil Nadu,2018,9,September,Q3,8,Saturday,1503.2,11,20,Medium
OD06268,Surya,Bakery,Biscuits,Vellore,6/9/2018,Central,2427,0.25,995.07,Tamil Nadu,2018,6,June,Q2,9,Saturday,1820.25,41,25,Very High
OD06269,Sabeela,Snacks,Noodles,Virudhunagar,8/11/2018,Central,761,0.21,114.15,Tamil Nadu,2018,8,August,Q3,11,Saturday,601.19,15,21,Medium
OD06270,Amy,Food Grains,Organic Staples,Virudhunagar,11/23/2018,Central,2012,0.19,442.64,Tamil Nadu,2018,11,November,Q4,23,Friday,1629.72,22,19,High
OD06271,Sheeba,Oil & Masala,Masalas,Chennai,5/25/2016,Central,2422,0.35,484.4,Tamil Nadu,2016,5,May,Q2,25,Wednesday,1574.3,20,35,High
OD06272,Verma,Bakery,Biscuits,Kanyakumari,3/3/2017,Central,1937,0.24,406.77,Tamil Nadu,2017,3,March,Q1,3,Friday,1472.12,21,24,High
OD06273,Veronica,Oil & Masala,Masalas,Salem,7/2/2017,Central,2426,0.21,703.54,Tamil Nadu,2017,7,July,Q3,2,Sunday,1916.54,29,21,Very High
OD06274,Sharon,Fruits & Veggies,Organic Vegetables,Chennai,11/1/2017,Central,671,0.23,187.88,Tamil Nadu,2017,11,November,Q4,1,Wednesday,516.67,28,23,Medium
OD06275,Akash,"Eggs, Meat & Fish",Fish,Salem,11/23/2018,Central,2045,0.35,797.55,Tamil Nadu,2018,11,November,Q4,23,Friday,1329.25,39,35,Very High
OD06276,Sabeela,Fruits & Veggies,Fresh Vegetables,Krishnagiri,9/26/2017,Central,1358,0.25,298.76,Tamil Nadu,2017,9,September,Q3,26,Tuesday,1018.5,22,25,Medium
OD06277,James,Fruits & Veggies,Fresh Vegetables,Virudhunagar,12/14/2015,Central,2378,0.3,570.72,Tamil Nadu,2015,12,December,Q4,14,Monday,1664.6,24,30,High
OD06278,Willams,"Eggs, Meat & Fish",Fish,Tenkasi,11/7/2015,Central,1120,0.17,291.2,Tamil Nadu,2015,11,November,Q4,7,Saturday,929.6,26,17,Medium
OD06279,Sudeep,Snacks,Chocolates,Theni,6/17/2018,Central,1141,0.34,68.46,Tamil Nadu,2018,6,June,Q2,17,Sunday,753.06,6,34,Low
OD06280,Krithika,Oil & Masala,Masalas,Nagercoil,6/17/2018,Central,2143,0.33,385.74,Tamil Nadu,2018,6,June,Q2,17,Sunday,1435.81,18,33,High
OD06281,Veena,Snacks,Chocolates,Virudhunagar,3/31/2018,Central,2080,0.35,540.8,Tamil Nadu,2018,3,March,Q1,31,Saturday,1352,26,35,High
OD06282,Veronica,Fruits & Veggies,Organic Fruits,Theni,11/5/2018,Central,2063,0.18,433.23,Tamil Nadu,2018,11,November,Q4,5,Monday,1691.66,21,18,High
OD06283,Ganesh,"Eggs, Meat & Fish",Mutton,Perambalur,12/30/2017,Central,1605,0.17,593.85,Tamil Nadu,2017,12,December,Q4,30,Saturday,1332.15,37,17,High
OD06284,Hafiz,"Eggs, Meat & Fish",Chicken,Dindigul,9/24/2017,Central,1563,0.21,406.38,Tamil Nadu,2017,9,September,Q3,24,Sunday,1234.77,26,21,High
OD06285,Alan,Beverages,Soft Drinks,Cumbum,9/8/2018,Central,694,0.19,76.34,Tamil Nadu,2018,9,September,Q3,8,Saturday,562.14,11,19,Low
OD06286,Arvind,Oil & Masala,Edible Oil & Ghee,Vellore,8/11/2018,Central,2156,0.32,776.16,Tamil Nadu,2018,8,August,Q3,11,Saturday,1466.08,36,32,Very High
OD06287,Aditi,Oil & Masala,Edible Oil & Ghee,Trichy,7/9/2018,Central,1382,0.27,538.98,Tamil Nadu,2018,7,July,Q3,9,Monday,1008.86,39,27,High
OD06288,Sharon,Oil & Masala,Masalas,Bodi,8/29/2018,Central,1700,0.11,204,Tamil Nadu,2018,8,August,Q3,29,Wednesday,1513,12,11,Medium
OD06289,Sheeba,"Eggs, Meat & Fish",Mutton,Salem,10/23/2018,East,1104,0.28,132.48,Tamil Nadu,2018,10,October,Q4,23,Tuesday,794.88,12,28,Medium
OD06290,Jonas,"Eggs, Meat & Fish",Mutton,Tenkasi,3/20/2016,East,793,0.34,142.74,Tamil Nadu,2016,3,March,Q1,20,Sunday,523.38,18,34,Medium
OD06291,Arvind,"Eggs, Meat & Fish",Eggs,Namakkal,3/30/2017,East,2400,0.32,360,Tamil Nadu,2017,3,March,Q1,30,Thursday,1632,15,32,High
OD06292,Roshan,Oil & Masala,Masalas,Cumbum,10/8/2018,East,1683,0.25,319.77,Tamil Nadu,2018,10,October,Q4,8,Monday,1262.25,19,25,High
OD06293,Willams,Snacks,Cookies,Perambalur,9/3/2016,East,1692,0.26,541.44,Tamil Nadu,2016,9,September,Q3,3,Saturday,1252.08,32,26,High
OD06294,Sabeela,Oil & Masala,Masalas,Kanyakumari,5/14/2018,East,1726,0.22,189.86,Tamil Nadu,2018,5,May,Q2,14,Monday,1346.28,11,22,Medium
OD06295,Ganesh,Oil & Masala,Masalas,Kanyakumari,9/10/2018,East,604,0.1,72.48,Tamil Nadu,2018,9,September,Q3,10,Monday,543.6,12,10,Low
OD06296,Harish,Oil & Masala,Spices,Nagercoil,7/18/2016,East,1036,0.11,383.32,Tamil Nadu,2016,7,July,Q3,18,Monday,922.04,37,11,High
OD06297,Peer,Oil & Masala,Spices,Coimbatore,12/16/2017,East,2061,0.15,927.45,Tamil Nadu,2017,12,December,Q4,16,Saturday,1751.85,45,15,Very High
OD06298,Jonas,"Eggs, Meat & Fish",Fish,Nagercoil,4/7/2017,East,1028,0.21,452.32,Tamil Nadu,2017,4,April,Q2,7,Friday,812.12,44,21,High
OD06299,Verma,Beverages,Soft Drinks,Viluppuram,8/6/2017,East,1101,0.26,495.45,Tamil Nadu,2017,8,August,Q3,6,Sunday,814.74,45,26,High
OD06300,Esther,Beverages,Soft Drinks,Trichy,5/21/2017,East,998,0.12,349.3,Tamil Nadu,2017,5,May,Q2,21,Sunday,878.24,35,12,High
OD06301,Sundar,Fruits & Veggies,Fresh Fruits,Dharmapuri,5/30/2015,East,1862,0.26,614.46,Tamil Nadu,2015,5,May,Q2,30,Saturday,1377.88,33,26,Very High
OD06302,Mathew,Oil & Masala,Spices,Viluppuram,3/19/2018,East,1552,0.34,294.88,Tamil Nadu,2018,3,March,Q1,19,Monday,1024.32,19,34,Medium
OD06303,Shah,Beverages,Soft Drinks,Madurai,1/25/2017,East,1354,0.22,270.8,Tamil Nadu,2017,1,January,Q1,25,Wednesday,1056.12,20,22,Medium
OD06304,Amy,Beverages,Health Drinks,Trichy,9/12/2018,East,566,0.19,33.96,Tamil Nadu,2018,9,September,Q3,12,Wednesday,458.46,6,19,Low
OD06305,Ganesh,Fruits & Veggies,Organic Vegetables,Tenkasi,9/29/2018,East,1944,0.11,330.48,Tamil Nadu,2018,9,September,Q3,29,Saturday,1730.16,17,11,High
OD06306,Arutra,Snacks,Cookies,Salem,3/24/2018,East,1957,0.16,273.98,Tamil Nadu,2018,3,March,Q1,24,Saturday,1643.88,14,16,Medium
OD06307,Surya,Snacks,Chocolates,Karur,12/11/2018,East,1561,0.27,702.45,Tamil Nadu,2018,12,December,Q4,11,Tuesday,1139.53,45,27,Very High
OD06308,Yadav,Fruits & Veggies,Organic Vegetables,Bodi,12/31/2015,East,1112,0.35,278,Tamil Nadu,2015,12,December,Q4,31,Thursday,722.8,25,35,Medium
OD06309,Jackson,Oil & Masala,Masalas,Ooty,11/7/2015,East,2401,0.11,600.25,Tamil Nadu,2015,11,November,Q4,7,Saturday,2136.89,25,11,Very High
OD06310,Veronica,Bakery,Breads & Buns,Coimbatore,7/16/2016,East,1186,0.26,59.3,Tamil Nadu,2016,7,July,Q3,16,Saturday,877.64,5,26,Low
OD06311,Muneer,"Eggs, Meat & Fish",Mutton,Pudukottai,11/15/2016,East,1853,0.15,129.71,Tamil Nadu,2016,11,November,Q4,15,Tuesday,1575.05,7,15,Medium
OD06312,Akash,Beverages,Soft Drinks,Bodi,6/29/2018,East,624,0.34,168.48,Tamil Nadu,2018,6,June,Q2,29,Friday,411.84,27,34,Medium
OD06313,Shah,"Eggs, Meat & Fish",Chicken,Ooty,11/7/2015,East,2179,0.3,501.17,Tamil Nadu,2015,11,November,Q4,7,Saturday,1525.3,23,30,High
OD06314,Adavan,Oil & Masala,Edible Oil & Ghee,Tenkasi,5/30/2015,East,1979,0.18,376.01,Tamil Nadu,2015,5,May,Q2,30,Saturday,1622.78,19,18,High
OD06315,Sudeep,Beverages,Health Drinks,Madurai,3/20/2016,East,1371,0.28,575.82,Tamil Nadu,2016,3,March,Q1,20,Sunday,987.12,42,28,High
OD06316,Amrish,Snacks,Noodles,Perambalur,5/14/2018,East,1055,0.33,295.4,Tamil Nadu,2018,5,May,Q2,14,Monday,706.85,28,33,Medium
OD06317,Hafiz,"Eggs, Meat & Fish",Chicken,Theni,5/14/2018,East,661,0.18,79.32,Tamil Nadu,2018,5,May,Q2,14,Monday,542.02,12,18,Low
OD06318,Willams,Beverages,Soft Drinks,Namakkal,3/30/2015,East,763,0.22,289.94,Tamil Nadu,2015,3,March,Q1,30,Monday,595.14,38,22,Medium
OD06319,Krithika,Bakery,Cakes,Tirunelveli,5/14/2018,East,986,0.14,433.84,Tamil Nadu,2018,5,May,Q2,14,Monday,847.96,44,14,High
OD06320,Yadav,Fruits & Veggies,Fresh Fruits,Pudukottai,1/25/2017,East,1693,0.11,474.04,Tamil Nadu,2017,1,January,Q1,25,Wednesday,1506.77,28,11,High
OD06321,Sheeba,Bakery,Biscuits,Perambalur,11/15/2016,East,2462,0.24,984.8,Tamil Nadu,2016,11,November,Q4,15,Tuesday,1871.12,40,24,Very High
OD06322,Vince,Fruits & Veggies,Fresh Vegetables,Karur,7/11/2016,East,2354,0.12,635.58,Tamil Nadu,2016,7,July,Q3,11,Monday,2071.52,27,12,Very High
OD06323,Vidya,Fruits & Veggies,Fresh Vegetables,Kanyakumari,9/3/2017,East,1706,0.22,136.48,Tamil Nadu,2017,9,September,Q3,3,Sunday,1330.68,8,22,Medium
OD06324,Rumaiza,Snacks,Chocolates,Viluppuram,9/12/2018,East,2452,0.18,465.88,Tamil Nadu,2018,9,September,Q3,12,Wednesday,2010.64,19,18,High
OD06325,Akash,Bakery,Cakes,Kanyakumari,10/23/2018,East,2066,0.11,123.96,Tamil Nadu,2018,10,October,Q4,23,Tuesday,1838.74,6,11,Medium
OD06326,Harish,Oil & Masala,Masalas,Cumbum,8/7/2016,East,833,0.35,174.93,Tamil Nadu,2016,8,August,Q3,7,Sunday,541.45,21,35,Medium
OD06327,Vidya,Fruits & Veggies,Organic Vegetables,Salem,9/16/2015,East,1550,0.2,186,Tamil Nadu,2015,9,September,Q3,16,Wednesday,1240,12,20,Medium
OD06328,Arvind,Snacks,Noodles,Kanyakumari,4/23/2018,East,1447,0.27,332.81,Tamil Nadu,2018,4,April,Q2,23,Monday,1056.31,23,27,High
OD06329,Jonas,Beverages,Soft Drinks,Nagercoil,4/20/2018,East,1795,0.31,574.4,Tamil Nadu,2018,4,April,Q2,20,Friday,1238.55,32,31,High
OD06330,Sundar,Beverages,Health Drinks,Nagercoil,6/2/2017,East,972,0.16,427.68,Tamil Nadu,2017,6,June,Q2,2,Friday,816.48,44,16,High
OD06331,Sheeba,Beverages,Soft Drinks,Bodi,4/24/2018,East,2325,0.13,395.25,Tamil Nadu,2018,4,April,Q2,24,Tuesday,2022.75,17,13,High
OD06332,Ridhesh,Snacks,Cookies,Ramanadhapuram,5/30/2015,East,2207,0.35,220.7,Tamil Nadu,2015,5,May,Q2,30,Saturday,1434.55,10,35,Medium
OD06333,Esther,Beverages,Soft Drinks,Krishnagiri,7/3/2016,East,1665,0.32,466.2,Tamil Nadu,2016,7,July,Q3,3,Sunday,1132.2,28,32,High
OD06334,Veena,Fruits & Veggies,Organic Vegetables,Cumbum,12/22/2016,East,869,0.32,382.36,Tamil Nadu,2016,12,December,Q4,22,Thursday,590.92,44,32,High
OD06335,James,Beverages,Health Drinks,Trichy,9/25/2018,East,1022,0.29,388.36,Tamil Nadu,2018,9,September,Q3,25,Tuesday,725.62,38,29,High
OD06336,Verma,Bakery,Breads & Buns,Bodi,3/20/2016,East,792,0.24,348.48,Tamil Nadu,2016,3,March,Q1,20,Sunday,601.92,44,24,High
OD06337,Suresh,Oil & Masala,Spices,Trichy,8/24/2015,East,1259,0.35,88.13,Tamil Nadu,2015,8,August,Q3,24,Monday,818.35,7,35,Low
OD06338,Ram,Snacks,Cookies,Virudhunagar,9/10/2018,East,1958,0.21,724.46,Tamil Nadu,2018,9,September,Q3,10,Monday,1546.82,37,21,Very High
OD06339,Haseena,Snacks,Cookies,Bodi,4/20/2018,East,627,0.33,150.48,Tamil Nadu,2018,4,April,Q2,20,Friday,420.09,24,33,Medium
OD06340,Vinne,Snacks,Noodles,Perambalur,12/11/2017,East,1310,0.25,510.9,Tamil Nadu,2017,12,December,Q4,11,Monday,982.5,39,25,High
OD06341,Amrish,Food Grains,Atta & Flour,Vellore,12/5/2015,East,827,0.27,181.94,Tamil Nadu,2015,12,December,Q4,5,Saturday,603.71,22,27,Medium
OD06342,James,Bakery,Breads & Buns,Perambalur,12/30/2017,East,1204,0.19,216.72,Tamil Nadu,2017,12,December,Q4,30,Saturday,975.24,18,19,Medium
OD06343,Ram,"Eggs, Meat & Fish",Chicken,Kanyakumari,8/17/2018,East,1402,0.1,588.84,Tamil Nadu,2018,8,August,Q3,17,Friday,1261.8,42,10,High
OD06344,Sundar,Fruits & Veggies,Fresh Fruits,Perambalur,5/29/2016,East,2395,0.29,431.1,Tamil Nadu,2016,5,May,Q2,29,Sunday,1700.45,18,29,High
OD06345,Amy,Beverages,Soft Drinks,Krishnagiri,2/27/2016,East,1355,0.31,420.05,Tamil Nadu,2016,2,February,Q1,27,Saturday,934.95,31,31,High
OD06346,Vince,Food Grains,Organic Staples,Viluppuram,8/22/2016,East,2425,0.22,703.25,Tamil Nadu,2016,8,August,Q3,22,Monday,1891.5,29,22,Very High
OD06347,Sudha,Fruits & Veggies,Fresh Vegetables,Perambalur,11/15/2016,East,1478,0.23,295.6,Tamil Nadu,2016,11,November,Q4,15,Tuesday,1138.06,20,23,Medium
OD06348,Sabeela,Food Grains,Dals & Pulses,Salem,12/5/2015,East,2377,0.14,665.56,Tamil Nadu,2015,12,December,Q4,5,Saturday,2044.22,28,14,Very High
OD06349,Mathew,Food Grains,Rice,Virudhunagar,9/30/2018,East,693,0.1,207.9,Tamil Nadu,2018,9,September,Q3,30,Sunday,623.7,30,10,Medium
OD06350,Amy,Food Grains,Rice,Madurai,3/20/2016,East,2049,0.14,266.37,Tamil Nadu,2016,3,March,Q1,20,Sunday,1762.14,13,14,Medium
OD06351,Arutra,"Eggs, Meat & Fish",Mutton,Chennai,11/1/2015,East,2014,0.28,725.04,Tamil Nadu,2015,11,November,Q4,1,Sunday,1450.08,36,28,Very High
OD06352,Arvind,"Eggs, Meat & Fish",Eggs,Krishnagiri,4/24/2018,East,2003,0.28,741.11,Tamil Nadu,2018,4,April,Q2,24,Tuesday,1442.16,37,28,Very High
OD06353,James,Oil & Masala,Edible Oil & Ghee,Dharmapuri,4/24/2018,East,1470,0.19,426.3,Tamil Nadu,2018,4,April,Q2,24,Tuesday,1190.7,29,19,High
OD06354,Hussain,Oil & Masala,Edible Oil & Ghee,Chennai,11/1/2015,East,1584,0.31,681.12,Tamil Nadu,2015,11,November,Q4,1,Sunday,1092.96,43,31,Very High
OD06355,Shah,Food Grains,Dals & Pulses,Virudhunagar,2/27/2016,East,937,0.18,93.7,Tamil Nadu,2016,2,February,Q1,27,Saturday,768.34,10,18,Low
OD06356,Vinne,Oil & Masala,Spices,Salem,4/23/2015,East,2181,0.21,174.48,Tamil Nadu,2015,4,April,Q2,23,Thursday,1722.99,8,21,Medium
OD06357,Arvind,Oil & Masala,Spices,Dindigul,4/23/2018,East,2098,0.22,293.72,Tamil Nadu,2018,4,April,Q2,23,Monday,1636.44,14,22,Medium
OD06358,Suresh,"Eggs, Meat & Fish",Fish,Dindigul,9/25/2018,East,1247,0.19,374.1,Tamil Nadu,2018,9,September,Q3,25,Tuesday,1010.07,30,19,High
OD06359,Shree,Oil & Masala,Masalas,Dharmapuri,8/28/2017,East,611,0.16,42.77,Tamil Nadu,2017,8,August,Q3,28,Monday,513.24,7,16,Low
OD06360,Ridhesh,Fruits & Veggies,Fresh Fruits,Trichy,11/13/2018,East,2158,0.31,366.86,Tamil Nadu,2018,11,November,Q4,13,Tuesday,1489.02,17,31,High
OD06361,Harish,Fruits & Veggies,Fresh Fruits,Tirunelveli,5/5/2015,South,1094,0.13,76.58,Tamil Nadu,2015,5,May,Q2,5,Tuesday,951.78,7,13,Low
OD06362,Sudha,Beverages,Soft Drinks,Ramanadhapuram,5/18/2018,South,597,0.11,185.07,Tamil Nadu,2018,5,May,Q2,18,Friday,531.33,31,11,Medium
OD06363,Hafiz,"Eggs, Meat & Fish",Fish,Dindigul,5/5/2015,South,1173,0.32,527.85,Tamil Nadu,2015,5,May,Q2,5,Tuesday,797.64,45,32,High
OD06364,Malik,Bakery,Cakes,Bodi,11/14/2016,South,1928,0.24,327.76,Tamil Nadu,2016,11,November,Q4,14,Monday,1465.28,17,24,High
OD06365,Verma,Oil & Masala,Masalas,Ooty,11/22/2015,South,2045,0.25,633.95,Tamil Nadu,2015,11,November,Q4,22,Sunday,1533.75,31,25,Very High
OD06366,Yusuf,Oil & Masala,Edible Oil & Ghee,Krishnagiri,8/5/2018,South,660,0.24,118.8,Tamil Nadu,2018,8,August,Q3,5,Sunday,501.6,18,24,Medium
OD06367,James,Beverages,Health Drinks,Ramanadhapuram,7/15/2018,South,1925,0.35,269.5,Tamil Nadu,2018,7,July,Q3,15,Sunday,1251.25,14,35,Medium
OD06368,Adavan,Oil & Masala,Edible Oil & Ghee,Salem,3/28/2017,South,1239,0.1,446.04,Tamil Nadu,2017,3,March,Q1,28,Tuesday,1115.1,36,10,High
OD06369,Roshan,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,5/26/2018,South,586,0.25,134.78,Tamil Nadu,2018,5,May,Q2,26,Saturday,439.5,23,25,Medium
OD06370,Ram,Beverages,Soft Drinks,Cumbum,5/26/2018,South,829,0.34,223.83,Tamil Nadu,2018,5,May,Q2,26,Saturday,547.14,27,34,Medium
OD06371,Roshan,"Eggs, Meat & Fish",Chicken,Nagercoil,11/14/2016,South,1858,0.32,798.94,Tamil Nadu,2016,11,November,Q4,14,Monday,1263.44,43,32,Very High
OD06372,Arvind,Snacks,Chocolates,Dindigul,7/15/2018,South,650,0.18,234,Tamil Nadu,2018,7,July,Q3,15,Sunday,533,36,18,Medium
OD06373,Sharon,Food Grains,Atta & Flour,Tirunelveli,1/6/2015,South,1243,0.31,385.33,Tamil Nadu,2015,1,January,Q1,6,Tuesday,857.67,31,31,High
OD06374,Peer,Bakery,Breads & Buns,Nagercoil,11/26/2017,South,2481,0.32,471.39,Tamil Nadu,2017,11,November,Q4,26,Sunday,1687.08,19,32,High
OD06375,Vidya,Fruits & Veggies,Organic Vegetables,Pudukottai,2/6/2016,South,1725,0.24,483,Tamil Nadu,2016,2,February,Q1,6,Saturday,1311,28,24,High
OD06376,Ridhesh,"Eggs, Meat & Fish",Chicken,Vellore,2/6/2015,South,2477,0.34,123.85,Tamil Nadu,2015,2,February,Q1,6,Friday,1634.82,5,34,Medium
OD06377,Amrish,"Eggs, Meat & Fish",Mutton,Viluppuram,4/16/2018,South,807,0.34,153.33,Tamil Nadu,2018,4,April,Q2,16,Monday,532.62,19,34,Medium
OD06378,Hafiz,"Eggs, Meat & Fish",Chicken,Chennai,11/26/2017,South,568,0.28,96.56,Tamil Nadu,2017,11,November,Q4,26,Sunday,408.96,17,28,Low
OD06379,Yusuf,"Eggs, Meat & Fish",Chicken,Krishnagiri,2/6/2016,South,1972,0.16,414.12,Tamil Nadu,2016,2,February,Q1,6,Saturday,1656.48,21,16,High
OD06380,Amrish,Beverages,Soft Drinks,Madurai,2/1/2017,South,1355,0.14,135.5,Tamil Nadu,2017,2,February,Q1,1,Wednesday,1165.3,10,14,Medium
OD06381,Haseena,Oil & Masala,Edible Oil & Ghee,Dindigul,5/18/2018,South,1677,0.21,620.49,Tamil Nadu,2018,5,May,Q2,18,Friday,1324.83,37,21,Very High
OD06382,Shah,Oil & Masala,Edible Oil & Ghee,Theni,11/26/2017,South,1333,0.11,466.55,Tamil Nadu,2017,11,November,Q4,26,Sunday,1186.37,35,11,High
OD06383,Ravi,Snacks,Chocolates,Dindigul,9/3/2017,South,927,0.21,46.35,Tamil Nadu,2017,9,September,Q3,3,Sunday,732.33,5,21,Low
OD06384,Krithika,Food Grains,Dals & Pulses,Theni,8/27/2018,South,932,0.24,46.6,Tamil Nadu,2018,8,August,Q3,27,Monday,708.32,5,24,Low
OD06385,Hafiz,Beverages,Health Drinks,Trichy,8/26/2017,South,1838,0.34,514.64,Tamil Nadu,2017,8,August,Q3,26,Saturday,1213.08,28,34,High
OD06386,Suresh,Fruits & Veggies,Organic Fruits,Karur,6/11/2016,South,1377,0.22,165.24,Tamil Nadu,2016,6,June,Q2,11,Saturday,1074.06,12,22,Medium
OD06387,Verma,Bakery,Biscuits,Viluppuram,11/6/2017,South,1943,0.13,835.49,Tamil Nadu,2017,11,November,Q4,6,Monday,1690.41,43,13,Very High
OD06388,Malik,Fruits & Veggies,Organic Fruits,Viluppuram,11/6/2017,South,1460,0.11,146,Tamil Nadu,2017,11,November,Q4,6,Monday,1299.4,10,11,Medium
OD06389,Willams,"Eggs, Meat & Fish",Fish,Krishnagiri,7/2/2016,South,722,0.2,64.98,Tamil Nadu,2016,7,July,Q3,2,Saturday,577.6,9,20,Low
OD06390,Surya,Beverages,Health Drinks,Ooty,6/11/2016,South,1284,0.35,256.8,Tamil Nadu,2016,6,June,Q2,11,Saturday,834.6,20,35,Medium
OD06391,Jackson,Oil & Masala,Spices,Kanyakumari,7/3/2018,South,986,0.13,197.2,Tamil Nadu,2018,7,July,Q3,3,Tuesday,857.82,20,13,Medium
OD06392,Ram,Beverages,Health Drinks,Vellore,5/9/2018,South,609,0.12,36.54,Tamil Nadu,2018,5,May,Q2,9,Wednesday,535.92,6,12,Low
OD06393,Sundar,"Eggs, Meat & Fish",Eggs,Chennai,9/14/2018,South,2354,0.34,329.56,Tamil Nadu,2018,9,September,Q3,14,Friday,1553.64,14,34,High
OD06394,Amy,Fruits & Veggies,Fresh Vegetables,Tirunelveli,5/5/2017,South,1411,0.35,253.98,Tamil Nadu,2017,5,May,Q2,5,Friday,917.15,18,35,Medium
OD06395,Amy,Bakery,Biscuits,Trichy,3/19/2015,South,531,0.22,217.71,Tamil Nadu,2015,3,March,Q1,19,Thursday,414.18,41,22,Medium
OD06396,Surya,Bakery,Cakes,Vellore,10/20/2015,South,1905,0.18,685.8,Tamil Nadu,2015,10,October,Q4,20,Tuesday,1562.1,36,18,Very High
OD06397,Veronica,Beverages,Health Drinks,Karur,9/14/2018,South,1035,0.17,414,Tamil Nadu,2018,9,September,Q3,14,Friday,859.05,40,17,High
OD06398,Amrish,Bakery,Cakes,Theni,3/19/2015,South,1818,0.14,472.68,Tamil Nadu,2015,3,March,Q1,19,Thursday,1563.48,26,14,High
OD06399,Mathew,Food Grains,Atta & Flour,Karur,6/18/2016,South,1769,0.18,760.67,Tamil Nadu,2016,6,June,Q2,18,Saturday,1450.58,43,18,Very High
OD06400,Shah,"Eggs, Meat & Fish",Fish,Theni,6/11/2016,South,1113,0.3,434.07,Tamil Nadu,2016,6,June,Q2,11,Saturday,779.1,39,30,High
OD06401,Veronica,Oil & Masala,Masalas,Kanyakumari,8/13/2016,South,2213,0.25,287.69,Tamil Nadu,2016,8,August,Q3,13,Saturday,1659.75,13,25,Medium
OD06402,Adavan,Bakery,Biscuits,Namakkal,6/11/2016,South,2273,0.24,386.41,Tamil Nadu,2016,6,June,Q2,11,Saturday,1727.48,17,24,High
OD06403,Adavan,Fruits & Veggies,Fresh Fruits,Krishnagiri,7/2/2016,South,1524,0.31,350.52,Tamil Nadu,2016,7,July,Q3,2,Saturday,1051.56,23,31,High
OD06404,Ram,Beverages,Health Drinks,Salem,4/15/2018,South,995,0.17,129.35,Tamil Nadu,2018,4,April,Q2,15,Sunday,825.85,13,17,Medium
OD06405,Yusuf,Beverages,Health Drinks,Dharmapuri,6/18/2016,South,763,0.35,289.94,Tamil Nadu,2016,6,June,Q2,18,Saturday,495.95,38,35,Medium
OD06406,Suresh,Food Grains,Atta & Flour,Tenkasi,6/11/2016,South,1056,0.16,232.32,Tamil Nadu,2016,6,June,Q2,11,Saturday,887.04,22,16,Medium
OD06407,Hafiz,"Eggs, Meat & Fish",Eggs,Tenkasi,3/19/2015,South,2221,0.29,932.82,Tamil Nadu,2015,3,March,Q1,19,Thursday,1576.91,42,29,Very High
